1.0,0.74363047,0.59158736,0.5620703,0.5604994,0.56086516,0.5610914,0.5550184,0.5600371,0.56074053,0.5612534,0.5684863,0.5587723
0.62005097,1.0,0.9236383,0.1491435,0.14776145,0.1480328,0.14750864,0.14711931,0.15202315,0.14762922,0.14821057,0.14898276,0.15054873
0.36688077,0.937825,1.0,0.042019483,0.0419672,0.042027827,0.042025566,0.042036075,0.04366181,0.042032607,0.04201116,0.042040113,0.0420071
0.36688077,0.937825,1.0,0.042019483,0.0419672,0.042027827,0.042025566,0.042036075,0.04366181,0.042032607,0.04201116,0.042040113,0.0420071
0.36688077,0.937825,1.0,0.042019483,0.0419672,0.042027827,0.042025566,0.042036075,0.04366181,0.042032607,0.04201116,0.042040113,0.0420071
0.156142,0.089954615,0.03904422,1.0,0.047269918,0.042027827,0.042025566,0.042036075,0.04202574,0.042032607,0.04201116,0.042040113,0.0420071
0.15217696,0.057613015,0.039222576,0.042238664,1.0,0.042219814,0.04221754,0.042228095,0.042217717,0.042224612,0.04220307,0.042232156,0.042198993
0.6295897,0.45570055,0.24877445,0.45319316,0.27122062,0.26778483,0.26777044,0.26783738,0.26777154,0.2678153,0.26767865,0.26786312,0.4531338
0.9446208,0.6428433,0.52339333,0.5508041,0.5763226,0.58676493,0.53681725,0.5311001,0.59761006,0.5868191,0.57657534,0.54372215,0.56723464
0.36688077,0.937825,1.0,0.042019483,0.0419672,0.042027827,0.042025566,0.042036075,0.04366181,0.042032607,0.04201116,0.042040113,0.0420071
0.6567685,0.9410413,0.81381756,0.1685146,0.1683049,0.16854806,0.16853899,0.16858113,0.17148124,0.16856721,0.16848122,0.16859733,0.16846493
0.36688077,0.937825,1.0,0.042019483,0.0419672,0.042027827,0.042025566,0.042036075,0.04366181,0.042032607,0.04201116,0.042040113,0.0420071
0.36688077,0.937825,1.0,0.042019483,0.0419672,0.042027827,0.042025566,0.042036075,0.04366181,0.042032607,0.04201116,0.042040113,0.0420071
0.15600303,0.058791008,0.03904422,0.042019483,0.0419672,1.0,0.042025566,0.043863792,0.04202574,0.042032607,0.04201116,0.042040113,0.0420071
0.15175857,0.05103122,0.03904422,0.042019483,0.0419672,0.042027827,1.0,0.042036075,0.04202574,0.042032607,0.04201116,0.042040113,0.0420071
0.8116845,0.50760716,0.38986966,0.41957867,0.451528,0.45206317,0.4196394,0.41989577,0.500909,0.4197097,0.41949558,0.66948473,0.45187318
0.36688077,0.937825,1.0,0.042019483,0.0419672,0.042027827,0.042025566,0.042036075,0.04366181,0.042032607,0.04201116,0.042040113,0.0420071
0.8928739,0.8189335,0.68411326,0.41756058,0.417041,0.4176435,0.4447026,0.41772544,0.446748,0.41769096,0.48356667,0.4177656,0.4835316
0.46515104,0.22604033,0.15658261,0.16851458,0.16830489,0.16854803,0.16853897,0.16858111,0.16853967,0.1685672,0.45273197,0.16859731,0.16846491
